"Symbol","Name","Last Trade","Type","Exchange"
"RIRGX","American Funds Capital Income Bldr R6","57.56","Mutual Fund","NAS"
"RINGX","American Funds Income Portfolio R6","11.54","Mutual Fund","NAS"
"RIEOX","State Farm International Equity R1","10.66","Mutual Fund","NAS"
"RIDAX","American Funds Income Fund of Amer R1","21.03","Mutual Fund","NAS"
"RICOHQ.BO","Ricoh India Ltd","897.25","Stock","BSE"
"RICK","RCI Hospitality Holdings, Inc.","9.9","Stock","NGM"
"RGREX","Invesco Global Real Estate R","12.88","Mutual Fund","NAS"
"RGNBX","American Funds Growth and Inc Port R2","13.38","Mutual Fund","NAS"
"RGISX","Russell Global Infrastructure S","11.07","Mutual Fund","NAS"
"RGIEX","Russell Global Infrastructure E","11.06","Mutual Fund","NAS"
"RFNCX","American Funds Fundamental Invs R3","54.09","Mutual Fund","NAS"
"REXI","Resource America, Inc.","5.88","Stock","NMS"
"RELIGARE.NS","Religare Enterprises Ltd","308.85","Stock","NSI"
"RELGOLD.BO","Reliance Mutual Fund - R* Shares Gold ETF","2,223.00","Stock","BSE"
"RELAXO.NS","Relaxo Footwears Limited","499.50","Stock","NSI"
"REIAGROLTD.BO","REI AGRO LTD.","0.81","Stock","BSE"
"REGN","Regeneron Pharmaceuticals, Inc.","545.74","Stock","NMS"
"REGI","Renewable Energy Group, Inc.","8.88","Stock","NMS"
"REAIX","American Century Real Estate Instl","30.04","Mutual Fund","NAS"
"RDN","Radian Group Inc.","14.31","Stock","NYQ"
"RDIIX","Royce Dividend Value Institutional","7.93","Mutual Fund","NAS"
"RDHL.TA","RedHill Biopharma Ltd.","502.00","Stock","TLV"
"RDBRL.BO","RDB RASAYANS LTD.","26.85","Stock","BSE"
"RCKY","Rocky Brands, Inc.","11.18","Stock","NMS"
"RCF.NS","Rashtriya Chemicals and Fertilizers Ltd","51.05","Stock","NSI"
"RCF.BO","Rashtriya Chemicals and Fertilizers Ltd","50.95","Stock","BSE"
"RBARX","RBC BlueBay Absolute Return I","9.91","Mutual Fund","NAS"
"RAYMOND.NS","Raymond Ltd","414.65","Stock","NSI"
"RAX","Rackspace Hosting, Inc.","29.22","Stock","NYQ"
"RAPICUT.BO","Rapicut Carbides Ltd","45.00","Stock","BSE"
"RANBAXY.NS","Ranbaxy Laboratories Ltd","859.8","Stock","NSI"
"RANBAXY.BO","Ranbaxy Laboratories Ltd","859.9","Stock","BSE"
"RALLIS.NS","Rallis India Ltd.","185.25","Stock","NSI"
"RAJSREESUG.BO","RAJSHREE SUGARS & CHEMICALS LT","28.95","Stock","BSE"
"RAJOOENG.BO","Rajoo Engineers Ltd","23.9","Stock","BSE"
"RAJOIL.BO","Raj Oil Mills Ltd","1.4","Stock","BSE"
"RAIN.NS","Rain Industries Limited","43.7","Stock","NSI"
"RAIN.BO","Rain Industries Ltd","40","Stock","BSE"
"RADHEDE.BO","Radhe Developers (India) Ltd.","11.69","Stock","BSE"
"QUSIX","Pear Tree Polaris Fgn Val Sm Cap Instl","12.66","Mutual Fund","NAS"
"QTRIX","Quaker Global Tactical Allocation I","12.84","Mutual Fund","NAS"
"QSEP","QS Energy, Inc.","0.19","Stock","PNK"
"QSCIX","Oppenheimer Mid Cap Value I","48.5","Mutual Fund","NAS"
"QNTO","Quaint Oak Bancorp Inc","11.96","Stock","PNK"
"QLYS","Qualys, Inc.","38.58","Stock","NMS"
"QLTI","QLT Inc.","2.84","Stock","NMS"
"QLIK","Qlik Technologies, Inc.","32.53","Stock","NMS"
"QILGX","Federated MDT Large Cap Growth Instl","17.62","Mutual Fund","NAS"
"QICLX","AQR International Multi-Style I","11","Mutual Fund","NAS"
"Q","Quintiles Transnational Holdings Inc.","68.94","Stock","NYQ"
"PYHIX","Principal High Yield Fund I Inst","9.4","Mutual Fund","NAS"
"PYCRX","Payden CA Municipal Income","10.41","Mutual Fund","NAS"
"PXWGX","Pax World Growth Individual Inv","18.91","Mutual Fund","NAS"
"PXRIX","Virtus Intl Real Estate Securities I","6.85","Mutual Fund","NAS"
"PWPIX","ESG Managers Balanced Port Inst","11.72","Mutual Fund","NAS"
"PWIYX","PACE International Equity Y","14.33","Mutual Fund","NAS"
"PVTB","PrivateBancorp, Inc.","44.31","Stock","NMS"
"PVR.BO","PVR Ltd","847.8","Stock","BSE"
"PVCT","Provectus Biopharmaceuticals, Inc.","0.45","Stock","ASE"
"PUNJLLOYD.NS","Punj Lloyd Ltd","27.65","Stock","NSI"
"PUNJLLOYD.BO","Punj Lloyd Ltd","27.65","Stock","BSE"
"PUNJCOMMU.BO","Punjab Communications Ltd","71","Stock","BSE"
"PUEBX","Prudential International Real Estate B","9.87","Mutual Fund","NAS"
"PTUZX","PIMCO Total Return IV A","10.44","Mutual Fund","NAS"
"PTOAF","Petrolia, Inc.","0.27","Stock","PNK"
"PTLA","Portola Pharmaceuticals, Inc.","50.25","Stock","NMS"
"PTIE","Pain Therapeutics Inc.","1.97","Stock","NMS"
"PTDIX","Principal LifeTime 2040 Instl","15.04","Mutual Fund","NAS"
"PTC.NS","PTC India Ltd","65.25","Stock","NSI"
"PTC.BO","PTC India Ltd","65.2","Stock","BSE"
"PTBEX","Putnam Tax Exempt Income B","8.73","Mutual Fund","NAS"
"PSSSX","Principal SmallCap S&P 600 Index R4","25.38","Mutual Fund","NAS"
"PSSJX","Principal SmallCap S&P 600 Index J","23.79","Mutual Fund","NAS"
"PSQIX","Palmer Square Absolute Return I","9.12","Mutual Fund","NAS"
"PSON","Petrosonic Energy, Inc.","0.01","Stock","PNK"
"PSMJX","Principal SmallCap Value II J","12.87","Mutual Fund","NAS"
"PSMIX","Principal Global Multi-Strategy Instl","11.03","Mutual Fund","NAS"
"PSKIX","PIMCO StocksPLUS Intl (Unhedged) Inst","5.84","Mutual Fund","NAS"
"PSJIX","Principal Short-Term Income J","12.14","Mutual Fund","NAS"
"PSIX","Power Solutions International, Inc.","23.99","Stock","NCM"
"PSINX","Principal Short-Term Income R2","12.14","Mutual Fund","NAS"
"PSIJX","Principal SmallCap Growth I J","10","Mutual Fund","NAS"
"PSGIX","BlackRock Small Cap Growth Eq Instl","18.93","Mutual Fund","NAS"
"PSFIX","Virtus Senior Floating Rate I","9.2","Mutual Fund","NAS"
"PSDPX","PIMCO Short-Duration Muni Income P","8.46","Mutual Fund","NAS"
"PSDMX","PIMCO Short-Duration Muni Income Adm","8.46","Mutual Fund","NAS"
"PSDLX","Putnam Short Duration Income C","10.01","Mutual Fund","NAS"
"PSB","PS Business Parks Inc.","89.1","Stock","NYQ"
"PRXL","PAREXEL International Corporation","68.68","Stock","NMS"
"PRWLX","Principal Diversified Intl A","11.65","Mutual Fund","NAS"
"PRU","Prudential Financial, Inc.","87.49","Stock","NYQ"
"PRTIX","T. Rowe Price US Treasury Interm","5.9","Mutual Fund","NAS"
"PRS.MI","Prelios S.p.A.","0.3","Stock","MIL"
"PROIX","PIMCO RealPath 2040 Institutional","7.36","Mutual Fund","NAS"
"PRLB","Proto Labs, Inc.","67.05","Stock","NYQ"
"PRIMESECU.NS","Prime Securities Ltd","4.7","Stock","NSI"
"PRFT","Perficient Inc.","17.67","Stock","NMS"
"PREMEXPLQ.BO","Premier Explosives Ltd","391.5","Stock","BSE"
"PRECWIRE.BO","Precision Wires India Ltd","170.1","Stock","BSE"
"PRAJIND.NS","Praj Industries Ltd","86.25","Stock","NSI"
"PQIDX","PIMCO Dividend and Income Builder D","11.31","Mutual Fund","NAS"
"PPTSX","Principal Large Cap Growth II R4","8.71","Mutual Fund","NAS"
"PPSRX","Principal Large Cap Value III R5","16.05","Mutual Fund","NAS"
"PPQMX","Principal MidCap Growth III R3","10.15","Mutual Fund","NAS"
"PPNSX","Principal SmallCap Growth I R4","11.63","Mutual Fund","NAS"
"PPNNX","Principal SmallCap Growth I R2","10.64","Mutual Fund","NAS"
"PPNCX","Putnam PA Tax Exempt Income C","9.21","Mutual Fund","NAS"
"PPLIX","Principal LifeTime 2050 Instl","14.6","Mutual Fund","NAS"
"PPIIX","Principal Large Cap Growth II Inst","9.16","Mutual Fund","NAS"
"PPG","PPG Industries, Inc.","106.76","Stock","NYQ"
"PPCIX","PNC Small Cap I","23.54","Mutual Fund","NAS"
"PPAP.NS","PPAP Automotive Ltd","170.35","Stock","NSI"
"POZN","POZEN Inc.","7.88","Stock","NMS"
"POVMX","Putnam International Equity M","22.68","Mutual Fund","NAS"
"POKARNA.BO","Pokarna Ltd","988","Stock","BSE"
"PNVAX","Putnam International Capital Opp A","35.38","Mutual Fund","NAS"
"PNK","Pinnacle Entertainment Inc.","33.28","Stock","NMS"
"PNJMX","Putnam NJ Tax Exempt Income M","9.34","Mutual Fund","NAS"
"PNJCX","Putnam NJ Tax Exempt Income C","9.35","Mutual Fund","NAS"
"PNIGX","BlackRock US Government Bond Instl","10.57","Mutual Fund","NAS"
"PNFIX","AllianzGI NFJ All-Cap Value Instl","16.54","Mutual Fund","NAS"
"PNB-EQ.NS","PUNJAB NATIONAL BANK","139.6","Stock","NSI"
"PMUYX","PACE Municipal Fixed Income Y","13.28","Mutual Fund","NAS"
"PMTPX","PIMCO Total Return II P","9.97","Mutual Fund","NAS"
"PMT","PennyMac Mortgage Investment Trust","16.67","Stock","NYQ"
"PMSVX","Principal MidCap Value III R1","18.37","Mutual Fund","NAS"
"PMPRX","Principal MidCap Value I R3","14.18","Mutual Fund","NAS"
"PMOCX","Putnam MN Tax Exempt Income C","9.39","Mutual Fund","NAS"
"PMIMX","Putnam MI Tax Exempt Income M","9.23","Mutual Fund","NAS"
"PMIEX","PNC International Equity A","19.12","Mutual Fund","NAS"
"PMABX","Putnam MA Tax Exempt Income B","9.7","Mutual Fund","NAS"
"PLVIX","Principal Large Cap Value III Inst","15.98","Mutual Fund","NAS"
"PLSRX","Pacific Funds Strategic Income I","10.12","Mutual Fund","NAS"
"PLSJX","Principal LifeTime Strategic Inc J","11.98","Mutual Fund","NAS"
"PLFLX","Pacific Funds Floating Rate Income A","9.77","Mutual Fund","NAS"
"PJPPX","Principal MidCap Value III R3","18.39","Mutual Fund","NAS"
"PISBX","Prudential International Value","20.58","Mutual Fund","NAS"
"PIR","Pier 1 Imports, Inc.","6.69","Stock","NYQ"
"PIPTX","Virtus Quality Large-Cap Value I","14.95","Mutual Fund","NAS"
"PIOPX","Principal Income R4","9.49","Mutual Fund","NAS"
"PIONEEREMB-EQ.NS","PIONEER EMBROIDERIES LIMITED","68.15","Stock","NSI"
"PIOJX","Principal Income J","9.48","Mutual Fund","NAS"
"PINLX","Principal Diversified Intl R4","11.76","Mutual Fund","NAS"
"PIMMX","Putnam Intermediate-Term Muni Inc M","10.2","Mutual Fund","NAS"
"PILIX","Principal International Equity Index R1","9.44","Mutual Fund","NAS"
"PIIND.BO","P.I.INDUSTRIES LTD.","640.95","Stock","BSE"
"PIGCX","Putnam International Equity C","22.49","Mutual Fund","NAS"
"PIFFX","Invesco Premium Income R6","10.04","Mutual Fund","NAS"
"PIEQX","T. Rowe Price International Eq Index","12.61","Mutual Fund","NAS"
"PIEMX","Principal Equity Income R1","26.01","Mutual Fund","NAS"
"PIDILITIND.BO","Pidilite Industries Ltd","552.2","Stock","BSE"
"PIAFX","Invesco Premium Income A","10.04","Mutual Fund","NAS"
"PHRIX","Virtus Real Estate Securities I","40.84","Mutual Fund","NAS"
"PHILIPCARB.BO","PHILLIPS CARBON BLACK LTD.","132.1","Stock","BSE"
"PHILIPCAR.NS","Phillips Carbon Black Ltd","132.1","Stock","NSI"
"PHASX","Principal MidCap Growth III R1","9.18","Mutual Fund","NAS"
"PGRMX","Putnam Fund for Growth & Income M","20.49","Mutual Fund","NAS"
"PGREX","Putnam Fund for Growth & Income R6","20.75","Mutual Fund","NAS"
"PGNX","Progenics Pharmaceuticals, Inc.","6.77","Stock","NMS"
"PGIUX","Virtus Global Infrastructure I","13.9","Mutual Fund","NAS"
"PGISX","Pacific Advisors Small Cap Value I","43.47","Mutual Fund","NAS"
"PGGYX","Putnam Global Income Y","11.85","Mutual Fund","NAS"
"PGGDX","Putnam Global Income Trust R5","11.85","Mutual Fund","NAS"
"PGFIX","AllianzGI Focused Growth Institutional","41.4","Mutual Fund","NAS"
"PFS.BO","PTC INDIA FINANCIAL SERVICES L","40.6","Stock","BSE"
"PFRYX","Putnam Floating Rate Income Y","8.37","Mutual Fund","NAS"
"PFRBX","Putnam Floating Rate Income B","8.36","Mutual Fund","NAS"
"PFNX","Pfenex Inc.","14.92","Stock","ASE"
"PFNCX","PIMCO Floating Income C","7.93","Mutual Fund","NAS"
"PFLSX","Pacific Financial Strategic Cnsrv Inv","9.32","Mutual Fund","NAS"
"PFILX","Principal SAM Flexible Income R4","12.15","Mutual Fund","NAS"
"PFFRX","T. Rowe Price Instl Floating Rate F","9.83","Mutual Fund","NAS"
"PFCPX","T. Rowe Price Instl Core Plus F","10.27","Mutual Fund","NAS"
"PFC.BO","Power Finance Corp Ltd","212.8","Stock","BSE"
"PFBI","Premier Financial Bancorp Inc.","15.29","Stock","NGM"
"PEXMX","T. Rowe Price Extended Equity Market Idx","25.39","Mutual Fund","NAS"
"PETRONENG.NS","Petron Engineering Construction Ltd","187.95","Stock","NSI"
"PESAX","Principal Large Cap Value III R1","15.86","Mutual Fund","NAS"
"PERSISTENT.BO","Persistent Systems Ltd","667.45","Stock","BSE"
"PEQSX","Putnam Equity Income R6","20.9","Mutual Fund","NAS"
"PEQPX","Principal Equity Income P","26.13","Mutual Fund","NAS"
"PEQLX","Putnam Equity Income R5","20.9","Mutual Fund","NAS"
"PEPSX","Principal Intl Emerging Markets R5","20.98","Mutual Fund","NAS"
"PEMOX","Putnam Emerging Markets Income Y","8.39","Mutual Fund","NAS"
"PEMIX","PIMCO Emerging Markets Corp Bd Instl","9.83","Mutual Fund","NAS"
"PELBX","PIMCO Emerging Local Bond Instl","6.9","Mutual Fund","NAS"
"PEIMX","Putnam Equity Income M","20.63","Mutual Fund","NAS"
"PEI","Pennsylvania Real Estate Investment Trust","21.7","Stock","NYQ"
"PEGI","Pattern Energy Group Inc.","18.52","Stock","NMS"
"PDTEX","PNC Target 2030 I","12.28","Mutual Fund","NAS"
"PDLI","PDL BioPharma, Inc.","3.78","Stock","NMS"
"PDINX","Putnam Diversified Income A","7.13","Mutual Fund","NAS"
"PDIIX","PIMCO Diversified Inc Instl","10.49","Mutual Fund","NAS"
"PDI","PIMCO Dynamic Income Fund","29.6","Stock","NYQ"
"PDCO","Patterson Companies, Inc.","45.77","Stock","NMS"
"PCRSX","Principal LargeCap Growth I R1","12.48","Mutual Fund","NAS"
"PCQ","PIMCO California Municipal Income Fund","15.63","Stock","NYQ"
"PCLMX","Putnam CA Tax-Exempt Income M","8.19","Mutual Fund","NAS"
"PCGTX","PACE Mort-Backed Secs Fxd Inc Invests P","12.94","Mutual Fund","NAS"
"PCGAX","Prudential Income Builder A","9.2","Mutual Fund","NAS"
"PCFCX","PIMCO CA Intermediate Muni Bd C","9.86","Mutual Fund","NAS"
"PBSAX","Principal Inflation Protection R2","8.06","Mutual Fund","NAS"
"PBIQX","Principal Bond Market Index R5","10.93","Mutual Fund","NAS"
"PBIB","Porter Bancorp Inc.","1.51","Stock","NCM"
"PBH","Prestige Brands Holdings, Inc.","52.53","Stock","NYQ"
"PBAINFRA.BO","PBA Infrastructure Ltd","13.2","Stock","BSE"
"PAZCX","Putnam AZ Tax Exempt Income C","9.22","Mutual Fund","NAS"
"PAUSHAKLTD.BO","Paushak Ltd","895","Stock","BSE"
"PATINTLOG.NS","Patel Integrated Logistics Ltd","135.55","Stock","NSI"
"PATELENG.NS","Patel Engineering Ltd","76.65","Stock","NSI"
"PARSVNATH.NS","Parsvnath Developers Limited","28.75","Stock","NSI"
"PARSVNATH.BO","Parsvnath Developers Ltd","28.7","Stock","BSE"
"PARRYSUGAR.BO","PARRYS SUGAR INDUSTRIES LTD.","24.1","Stock","BSE"
"PARNAXLAB.BO","PARNAX LAB LTD.","47.9","Stock","BSE"
"PANAENERG.BO","Panasonic Energy India Co Ltd","353.1","Stock","BSE"
"PAMRX","Putnam American Government Income R","8.82","Mutual Fund","NAS"
"PAIMX","T. Rowe Price Summit Municipal Inc Adv","11.93","Mutual Fund","NAS"
"PAG","Penske Automotive Group, Inc.","46.47","Stock","NYQ"
"PAEL.BO","PAE Ltd","15.7","Stock","BSE"
"PABUX","Principal MidCap Value I R2","13.97","Mutual Fund","NAS"
"OZRK","Bank of the Ozarks, Inc.","54.69","Stock","NMS"
"OXM","Oxford Industries Inc.","67.93","Stock","NYQ"
"OSUR","OraSure Technologies, Inc.","6.26","Stock","NMS"
"OSMAX","Oppenheimer International Small Co A","37.41","Mutual Fund","NAS"
"ORTINLAABS.BO","ORTIN LABORATORIES LTD","36.4","Stock","BSE"
"ORIENTBEL.NS","ORIENT BELL LIMITED","156.45","Stock","NSI"
"OREX","Orexigen Therapeutics, Inc.","2.29","Stock","NMS"
"ORBC","ORBCOMM, Inc.","6.42","Stock","NMS"
"OPTOCIRCU.NS","Opto Circuits (India) Ltd","12.75","Stock","NSI"
"OPPEX","Oppenheimer Capital Income A","9.69","Mutual Fund","NAS"
"ONVO","Organovo Holdings, Inc.","3.4","Stock","ASE"
"ONCS","OncoSec Medical Incorporated","3.26","Stock","PNK"
"ONCE","Spark Therapeutics, Inc.","56.45","Stock","NMS"
"OMN","OMNOVA Solutions Inc.","7.43","Stock","NYQ"
"OMIAX","Federated OH Municipal Income A","11.21","Mutual Fund","NAS"
"OMCL","Omnicell, Inc.","30.25","Stock","NMS"
"OLP","One Liberty Properties Inc.","23.11","Stock","NYQ"
"OIDCX","Oppenheimer International Diversified C","13.92","Mutual Fund","NAS"
"OIBIX","Oppenheimer International Bond I","5.59","Mutual Fund","NAS"
"OIBBX","Oppenheimer International Bond B","5.58","Mutual Fund","NAS"
"OHRP","Ohr Pharmaceutical, Inc.","4.25","Stock","NCM"
"OHI","Omega Healthcare Investors Inc.","34.55","Stock","NYQ"
"OGS","ONE Gas, Inc. Common Stock","48.98","Stock","NYQ"
"OGGCX","JPMorgan Investor Growth C","18.85","Mutual Fund","NAS"
"OEF","iShares S&P 100","94.08","ETF","PCX"
"OCLR","Oclaro, Inc.","3.47","Stock","NMS"
"OCFIX","Optimum Fixed Income C","9.5","Mutual Fund","NAS"
"OCCIX","Oppenheimer Conservative Inv C","8.86","Mutual Fund","NAS"
"OBIL.BO","OCEANAA BIOTEK INDUSTRIES LTD","14.15","Stock","BSE"
"OARLX","Oakmark Select II","40.16","Mutual Fund","NAS"
"OAKWX","Oakmark Global Select I","16.84","Mutual Fund","NAS"
"OAKGX","Oakmark Global I","29.02","Mutual Fund","NAS"
"OAKBX","Oakmark Equity & Income I","31.36","Mutual Fund","NAS"
"NYLD","NRG Yield, Inc.","14.03","Stock","NYQ"
"NYIFX","Federated NY Municipal Income A","10.40","Mutual Fund","NAS"
"NXTD","Nxt-ID, Inc.","0.37","Stock","NCM"
"NWRSX","Nationwide Retirement Income Instl Svc","9.54","Mutual Fund","NAS"
"NWL","Newell Rubbermaid Inc.","45.51","Stock","NYQ"
"NWIBX","Nationwide Bond Institutional","9.64","Mutual Fund","NAS"
"NWHSX","Nationwide Destination 2025 Instl Svc","10.01","Mutual Fund","NAS"
"NWFIX","Nationwide Destination 2020 Instl","9.84","Mutual Fund","NAS"
"NWESX","Nationwide Destination 2015 Instl Svc","9.10","Mutual Fund","NAS"
"NWBO","Northwest Biotherapeutics, Inc.","4.90","Stock","NCM"
"NVR","NVR, Inc.","1,702.92","Stock","NYQ"
"NVICX","Columbia International Value C","13.72","Mutual Fund","NAS"
"NUVBX","Nuveen Intermediate Duration Muni Bd I","9.27","Mutual Fund","NAS"
"NUTEK.BO","Nu Tek India Ltd","0.70","Stock","BSE"
"NURO","NeuroMetrix Inc.","0.70","Stock","NCM"
"NUGIX","Nuveen Santa Barbara Global Div Gr I","26.07","Mutual Fund","NAS"
"NTIC","Northern Technologies International Corp.","16.25","Stock","NGM"
"NTIAX","Columbia Mid Cap Index A","15.64","Mutual Fund","NAS"
"NTAP","NetApp, Inc.","30.97","Stock","NMS"
"NSTLX","Neuberger Berman Strategic Income I","10.71","Mutual Fund","NAS"
"NSRIX","Northern Global Sustainability Index","12.22","Mutual Fund","NAS"
"NSP","Insperity, Inc.","43.95","Stock","NYQ"
"NSM","Nationstar Mortgage Holdings Inc.","13.6","Stock","NYQ"
"NSEIX","Nicholas Equity Income I","19.36","Mutual Fund","NAS"
"NSCRX","Nuveen NWQ Small-Cap Value I","44.54","Mutual Fund","NAS"
"NSCIX","Columbia AMT-Free SC Interm Muni Bd A","10.41","Mutual Fund","NAS"
"NRSIX","Neuberger Berman Strategic Income R6","10.7","Mutual Fund","NAS"
"NRRIX","Madison NorthRoad International R6","10.59","Mutual Fund","NAS"
"NRICX","Nuveen Real Asset Income C","22.27","Mutual Fund","NAS"
"NRIAX","Nuveen Real Asset Income A","22.25","Mutual Fund","NAS"
"NR","Newpark Resources Inc.","6.52","Stock","NYQ"
"NQVRX","Nuveen NWQ Multi-Cap Value I","25.22","Mutual Fund","NAS"
"NQCRX","Nuveen NWQ Large-Cap Value I","12.27","Mutual Fund","NAS"
"NPBC","National Penn Bancshares Inc.","12.55","Stock","NMS"
"NOV","National Oilwell Varco, Inc.","37.72","Stock","NYQ"
"NOPRX","Nuveen Symphony Low Volatility Equity I","28.5","Mutual Fund","NAS"
"NOIAX","Natixis Oakmark International A","12.24","Mutual Fund","NAS"
"NNINX","Columbia AMT-Free NC Interm Muni Bd C","10.56","Mutual Fund","NAS"
"NNHIX","Nicholas High Income N","9.10","Mutual Fund","NAS"
"NMTBX","Columbia Large Cap Growth II B","19.15","Mutual Fund","NAS"
"NML.TO","New Millennium Iron Corp","0.06","Stock","TOR"
"NMITX","Columbia AMT-Free MD Interm Muni Bd B","10.74","Mutual Fund","NAS"
"NMINX","Columbia AMT-Free MD Interm Muni Bd C","10.73","Mutual Fund","NAS"
"NMI","Nuveen Municipal Income Fund, Inc.","11.01","Stock","NYQ"
"NMBL","Nimble Storage, Inc.","10.59","Stock","NYQ"
"NK","NantKwest, Inc.","16.49","Stock","NMS"
"NITINFIRE.BO","Nitin Fire Protection Industries Ltd","45.60","Stock","BSE"
"NITESHEST.NS","Nitesh Estates Ltd","14.80","Stock","NSI"
"NITCO.NS","Nitco Ltd","40.90","Stock","NSI"
"NIPCX","Nuveen Inflation Protected Muni Bd C2","10.50","Mutual Fund","NAS"
"NINAX","Neuberger Berman Intrinsic Value A","14.42","Mutual Fund","NAS"
"NIMOX","Nuveen Oregon Intermediate Muni Bd C2","10.33","Mutual Fund","NAS"
"NILKAMAL.BO","Nilkamal Ltd","1,072.00","Stock","BSE"
"NILE","Blue Nile Inc.","36.80","Stock","NMS"
"NIITTECH.NS","NIIT Technologies Ltd","574.20","Stock","NSI"
"NIFTYEES-EQ.NS","EDELAMC NIFTYEES","8,010.00","Stock","NSI"
"NIFTYBEES.NS","Goldman Sachs Nifty BeES ETF","801.74","Stock","NSI"
"NIFAX","Nationwide Inflation-Protected Secs A","9.38","Mutual Fund","NAS"
"NIEAX","Dreyfus/Newton International Equity A","19.77","Mutual Fund","NAS"
"NIB","iPath Bloomberg Cocoa SubTR ETN","43.08","ETF","PCX"
"NI","NiSource Inc.","19.39","Stock","NYQ"
"NHCFOODS.BO","NHC FOODS LTD.","19.80","Stock","BSE"
"NGS","Natural Gas Services Group Inc.","23.35","Stock","NYQ"
"NGLIX","Neuberger Berman Global Allocation Instl","10.47","Mutual Fund","NAS"
"NGHIX","Neuberger Berman Glbl Thematic Opp Instl","0.10","Mutual Fund","NAS"
"NFIAX","Neuberger Berman Floating Rate Inc A","9.72","Mutual Fund","NAS"
"NEXTMEDIA.BO","NEXT MEDIAWORKS LTD.","18.85","Stock","BSE"
"NEULANDLA.NS","Neuland Laboratories Ltd","704.40","Stock","NSI"
"NETTLINX.BO","Nettlinx Ltd","21.25","Stock","BSE"
"NESCO.NS","Nesco Ltd","1,624.90","Stock","NSI"
"NEPCMICON.BO","NEPC INDIA LTD.","1.88","Stock","BSE"
"NEMIX","Neuberger Berman Emerg Mkts Eq Instl","14.59","Mutual Fund","NAS"
"NEE","NextEra Energy, Inc.","100.57","Stock","NYQ"
"NDL.BO","NANDAN DENIM LIMITED","145.20","Stock","BSE"
"NCT","Newcastle Investment Corp.","4.36","Stock","NYQ"
"NCIT","NCI, Inc.","16.75","Stock","NMS"
"NCCIX","Nuveen Symphony Mid-Cap Core I","37.16","Mutual Fund","NAS"
"NBY","NovaBay Pharmaceuticals, Inc.","0.14","Stock","ASE"
"NBR","Nabors Industries Ltd.","10.37","Stock","NYQ"
"NBL","Noble Energy, Inc.","36.99","Stock","NYQ"
"NBHRX","Neuberger Berman Equity Income R3","12.07","Mutual Fund","NAS"
"NBABX","Neuberger Berman AMT Balanced I","10.77","Mutual Fund","NAS"
"NAVB","Navidea Biopharmaceuticals, Inc","1.51","Stock","ASE"
"NAV","Navistar International Corporation","14.02","Stock","NYQ"
"NAUKRI.BO","Info Edge (India) Ltd","878.35","Stock","BSE"
"NATPLAS.BO","National Plastic Industries Ltd","56.35","Stock","BSE"
"NATHPULP.BO","NATH PULP & PAPER MILLS LTD.","29.2","Stock","BSE"
"NATHBIOGEN.BO","NATH BIO-GENES (INDIA) LTD","74.75","Stock","BSE"
"NATCOPHARM-EQ.NS","NATCO PHARMA LIMITED","515.4","Stock","NSI"
"NAPOX","Voya Multi-Manager International Sm Cp O","48.79","Mutual Fund","NAS"
"NAPBX","Voya Multi-Manager International Sm Cp B","52.29","Mutual Fund","NAS"
"NAKODA.BO","NAKODA LIMITED","0.23","Stock","BSE"
"NAHARSPIN.NS","Nahar Spinning Mills Ltd","117.75","Stock","NSI"
"NAHARCAP.BO","Nahar Capital & Financial Services Ltd","73.3","Stock","BSE"
"NAASX","Nationwide Portfolio Complt Instl Svc","9.11","Mutual Fund","NAS"
"MYHNX","MainStay High Yield Opportunities Inv","10.15","Mutual Fund","NAS"
"MYGN","Myriad Genetics, Inc.","43.11","Stock","NMS"
"MYCIX","Mainstay US Equity Opportunities I","9.11","Mutual Fund","NAS"
"MXSIX","Great-West Stock Index Initial","25.72","Mutual Fund","NAS"
"MXSDX","Great-West Short Duration Bond Init","10.32","Mutual Fund","NAS"
"MXMCX","Great-West Ariel Mid Cap Value Init","1.6","Mutual Fund","NAS"
"MXLVX","Great-West Lifetime 2015 II T","13.33","Mutual Fund","NAS"
"MXLLX","Great-West Lifetime 2035 III T1","13.61","Mutual Fund","NAS"
"MXIIX","Touchstone Flexible Income Y","10.52","Mutual Fund","NAS"
"MXHPX","Great-West Moderately Cnsrv Pfl II L","9.55","Mutual Fund","NAS"
"MXCDX","Great-West Lifetime 2025 II L","9.01","Mutual Fund","NAS"
"MXAPX","Great-West Aggressive Profile II Init","7.37","Mutual Fund","NAS"
"MWW","Monster Worldwide, Inc.","6.32","Stock","NYQ"
"MWEIX","MFS Global Equity I","36.97","Mutual Fund","NAS"
"MVNR","Mavenir Systems, Inc.","17.5","Stock","PNK"
"MUX","McEwen Mining Inc.","0.91","Stock","NYQ"
"MUNJALAU.NS","Munjal Auto Industries Ltd.","107.95","Stock","NSI"
"MTZIX","Manning & Napier Target 2055 I","12.77","Mutual Fund","NAS"
"MTZ","MasTec, Inc.","20.72","Stock","NYQ"
"MTYIX","Manning & Napier Target 2050 I","11.53","Mutual Fund","NAS"
"MTS","Montgomery Street Income Securities, Inc.","17.71","Stock","NYQ"
"MTINX","MainStay Income Builder Inv","18.74","Mutual Fund","NAS"
"MTFN.JK","Capitalinc Investment Tbk.","50.00","Stock","JKT"
"MTEX","Mannatech, Incorporated","21.40","Stock","NMS"
